IN METHOD::<spec.harness.analyzer.AnalyzersRunner: void setupAnalyzerClasses(java.lang.String)>::STATICINVOKE::<spec.harness.Context: java.io.PrintStream getOut()>::102
IN METHOD::<spec.harness.analyzer.AnalyzersRunner: void setupAnalyzerClasses(java.lang.String)>::INVOKE::java.io.PrintStream::$r19::<java.io.PrintStream: void println(java.lang.String)>::102
IN METHOD::<spec.harness.analyzer.AnalyzersRunner: void setupAnalyzerClasses(java.lang.String)>::SPECIALINVOKE::<java.util.StringTokenizer: void <init>(java.lang.String)>::106
IN METHOD::<spec.harness.analyzer.AnalyzersRunner: void setupAnalyzerClasses(java.lang.String)>::INVOKE::java.util.StringTokenizer::r1::<java.util.StringTokenizer: int countTokens()>::109
IN METHOD::<spec.harness.analyzer.AnalyzersRunner: void setupAnalyzerClasses(java.lang.String)>::SPECIALINVOKE::<java.lang.StringBuilder: void <init>()>::110
IN METHOD::<spec.harness.analyzer.AnalyzersRunner: void setupAnalyzerClasses(java.lang.String)>::INVOKE::java.lang.StringBuilder::$r5::<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>::110
IN METHOD::<spec.harness.analyzer.AnalyzersRunner: void setupAnalyzerClasses(java.lang.String)>::INVOKE::java.util.StringTokenizer::r1::<java.util.StringTokenizer: java.lang.String nextToken()>::110
IN METHOD::<spec.harness.analyzer.AnalyzersRunner: void setupAnalyzerClasses(java.lang.String)>::INVOKE::java.lang.StringBuilder::$r6::<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>::110
IN METHOD::<spec.harness.analyzer.AnalyzersRunner: void setupAnalyzerClasses(java.lang.String)>::INVOKE::java.lang.Object::$r8::<java.lang.Object: java.lang.String toString()>::110
IN METHOD::<spec.harness.analyzer.AnalyzersRunner: void setupAnalyzerClasses(java.lang.String)>::INVOKE::java.lang.StringBuilder::$r8::<java.lang.StringBuilder: java.lang.String toString()>::110
IN METHOD::<spec.harness.analyzer.AnalyzersRunner: void setupAnalyzerClasses(java.lang.String)>::STATICINVOKE::<java.lang.Class: java.lang.Class forName(java.lang.String)>::111
IN METHOD::<spec.harness.analyzer.AnalyzersRunner: void setupAnalyzerClasses(java.lang.String)>::INVOKE::java.lang.Class::$r12::<java.lang.Class: java.lang.Class asSubclass(java.lang.Class)>::113
IN METHOD::<spec.harness.analyzer.AnalyzersRunner: void setupAnalyzerClasses(java.lang.String)>::SPECIALINVOKE::<java.lang.StringBuilder: void <init>()>::115
IN METHOD::<spec.harness.analyzer.AnalyzersRunner: void setupAnalyzerClasses(java.lang.String)>::INVOKE::java.lang.StringBuilder::$r38::<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>::115
IN METHOD::<spec.harness.analyzer.AnalyzersRunner: void setupAnalyzerClasses(java.lang.String)>::INVOKE::java.lang.StringBuilder::$r39::<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>::115
IN METHOD::<spec.harness.analyzer.AnalyzersRunner: void setupAnalyzerClasses(java.lang.String)>::INVOKE::java.lang.Class::$r41::<java.lang.Class: java.lang.String getName()>::115
IN METHOD::<spec.harness.analyzer.AnalyzersRunner: void setupAnalyzerClasses(java.lang.String)>::INVOKE::java.lang.StringBuilder::$r40::<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>::115
IN METHOD::<spec.harness.analyzer.AnalyzersRunner: void setupAnalyzerClasses(java.lang.String)>::INVOKE::java.lang.Object::$r43::<java.lang.Object: java.lang.String toString()>::115
IN METHOD::<spec.harness.analyzer.AnalyzersRunner: void setupAnalyzerClasses(java.lang.String)>::INVOKE::java.lang.StringBuilder::$r43::<java.lang.StringBuilder: java.lang.String toString()>::115
IN METHOD::<spec.harness.analyzer.AnalyzersRunner: void setupAnalyzerClasses(java.lang.String)>::SPECIALINVOKE::<spec.harness.StopBenchmarkException: void <init>(java.lang.String)>::115
IN METHOD::<spec.harness.analyzer.AnalyzersRunner: void setupAnalyzerClasses(java.lang.String)>::INVOKE::java.lang.Class::$r16::<java.lang.Class: java.lang.reflect.Method getMethod(java.lang.String,java.lang.Class[])>::118
IN METHOD::<spec.harness.analyzer.AnalyzersRunner: void setupAnalyzerClasses(java.lang.String)>::INVOKE::java.lang.reflect.Method::r48::<java.lang.reflect.Method: java.lang.Object invoke(java.lang.Object,java.lang.Object[])>::119
IN METHOD::<spec.harness.analyzer.AnalyzersRunner: void setupAnalyzerClasses(java.lang.String)>::SPECIALINVOKE::<java.lang.StringBuilder: void <init>()>::121
IN METHOD::<spec.harness.analyzer.AnalyzersRunner: void setupAnalyzerClasses(java.lang.String)>::INVOKE::java.lang.StringBuilder::$r22::<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>::121
IN METHOD::<spec.harness.analyzer.AnalyzersRunner: void setupAnalyzerClasses(java.lang.String)>::INVOKE::java.lang.Class::$r25::<java.lang.Class: java.lang.String getName()>::121
IN METHOD::<spec.harness.analyzer.AnalyzersRunner: void setupAnalyzerClasses(java.lang.String)>::INVOKE::java.lang.StringBuilder::$r23::<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>::121
IN METHOD::<spec.harness.analyzer.AnalyzersRunner: void setupAnalyzerClasses(java.lang.String)>::INVOKE::java.lang.StringBuilder::$r27::<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>::121
